zone,severity,latitude,longitude,population,daily_water_need_liters,daily_food_need_kg,daily_medical_cases,water_stock_liters,food_stock_kg,medical_kit_stock,primary_ngo,nearest_supply_route,conflict_risk,warehouse_lat,warehouse_long,restock_interval_days,next_restock_date,transit_time_hours,maintenance_type,maintenance_interval_days,next_maintenance_date,fallback_warehouse_lat,fallback_warehouse_long,fallback_transit_time_hours,fallback_trigger,route_priority,priority_index
Zone_274,Moderate,32.19809413,45.91334556,30020,60040,15010.0,57,455027.3549,106735.1826,379.4225007,HopeBridge,SR Ridge Road,High,32.25766897,45.52936294,10,2026-04-07,5.690951851,Structural Check,36,2026-05-03,32.66784912,45.46095405,9.279402279,Primary_Maintenance,Fallback,91
Zone_275,Severe,34.40253474,47.70318632,25025,50050,12512.5,138,580475.4057,80770.41654,830.106777,MedGlobal,R-17 Mountain Pass,High,34.56804415,47.87610414,10,2026-04-07,8.350751899,Structural Check,69,2026-06-05,34.72435835,47.9301646,3.119854601,Primary_Maintenance,Primary,58
Zone_276,Severe,32.52465089,45.6039064,9458,18916,4729.0,56,47043.11752,55185.94106,430.2885388,ReliefAid Intl,SR Ridge Road,High,33.00297637,45.53635376,7,2026-04-04,3.773347348,Vehicle Maintenance,74,2026-06-10,32.87363636,45.12503132,7.891744069,Conflict_Risk_Medium,Auto-Switch,73
Zone_277,Moderate,33.21022508,46.4615635,10307,20614,5153.5,134,61431.30414,39743.74995,471.3989186,MedGlobal,SR Lake Access,Medium,33.43861127,46.77833107,11,2026-04-08,3.029424633,Vehicle Maintenance,88,2026-06-24,32.78482017,47.02739265,9.683442867,Conflict_Risk_Medium,Primary,74
Zone_278,Moderate,36.93331297,45.03759636,13933,27866,6966.5,87,68011.39299,74083.96087,529.3578918,GlobalRelief,R-31 Eastern Bypass,High,37.0770615,44.73388356,10,2026-04-07,2.338245945,Routine Inspection,117,2026-07-23,36.888967,44.66048486,7.94359719,Conflict_Risk_Medium,Auto-Switch,58
Zone_279,Moderate,32.71247771,45.80462419,23425,46850,11712.5,233,180502.2044,39758.10892,417.8342844,MedGlobal,R-04 Pine Road,Low,32.54757015,45.50967928,5,2026-04-02,3.566237805,Vehicle Maintenance,104,2026-07-10,33.2190371,45.51258736,9.957383918,Route_Disruption,Auto-Switch,88
Zone_280,Moderate,34.49444077,42.4255933,22063,44126,11031.5,237,327092.8492,84855.01098,1119.348562,SolidarityAid,SR Lake Access,Medium,34.02894464,42.57135287,11,2026-04-08,6.446460762,Vehicle Maintenance,84,2026-06-20,34.50009398,42.91686215,7.812814339,Conflict_Risk_High,Fallback,44
Zone_281,Moderate,35.09077867,43.52634949,15659,31318,7829.5,196,264816.2958,83617.46487,1519.283709,HopeBridge,SR River Route,Medium,34.8789038,43.87235291,12,2026-04-09,2.55417846,Vehicle Maintenance,93,2026-06-29,35.34761251,43.46820414,3.240541205,Conflict_Risk_High,Fallback,99
Zone_282,Severe,35.51232485,44.17111856,33273,66546,16636.5,62,163427.0992,130281.3893,448.9176762,HopeBridge,SR River Route,Medium,35.78077275,44.1433164,8,2026-04-05,3.590561993,Generator Service,94,2026-06-30,35.63543208,43.50471288,8.789069172,Route_Disruption,Auto-Switch,73
Zone_283,Severe,34.79824342,44.83496013,10738,21476,5369.0,183,246108.7083,49288.18122,1814.588588,ReliefAid Intl,SR Coastal Highway,Medium,34.50351536,45.061914,7,2026-04-04,7.559504393,Structural Check,83,2026-06-19,35.27754292,44.82738088,4.992409384,Route_Disruption,Primary,65
Zone_284,Critical,32.04885424,42.27389247,10668,21336,5334.0,77,222356.4048,30512.80391,269.5785503,ReliefAid Intl,SR Lake Access,Low,32.26104243,42.77322239,7,2026-04-04,5.789194171,Vehicle Maintenance,69,2026-06-05,31.74723941,41.69225314,6.12240058,Conflict_Risk_Medium,Auto-Switch,86
Zone_285,Severe,33.63230654,42.84014459,30934,61868,15467.0,32,307244.2105,45233.1668,175.4785182,GlobalRelief,SR Coastal Highway,Low,33.71208638,43.33041023,7,2026-04-04,2.451890012,Generator Service,82,2026-06-18,33.73797193,43.51962719,5.184643411,Primary_Maintenance,Fallback,93
Zone_286,Critical,34.58855822,43.66088585,19427,38854,9713.5,71,107698.443,63905.14517,281.5699344,RescueFront,R-31 Eastern Bypass,High,34.26041509,43.90522269,9,2026-04-06,2.309940438,Structural Check,73,2026-06-09,34.06108675,43.78424205,4.879878743,Primary_Maintenance,Primary,67
Zone_287,Severe,32.4393325,47.82919615,12697,25394,6348.5,77,93929.12337,37740.52413,382.337958,GlobalRelief,SR River Route,Medium,32.2009573,48.06878264,7,2026-04-04,2.39729869,Vehicle Maintenance,92,2026-06-28,32.70562758,47.48834181,6.019839926,Conflict_Risk_Medium,Auto-Switch,46
Zone_288,Severe,33.75313466,43.98808204,29417,58834,14708.5,51,192354.4764,156948.5469,444.3401096,SolidarityAid,R-17 Mountain Pass,Low,33.74943826,43.73570093,10,2026-04-07,8.122187826,Vehicle Maintenance,31,2026-04-28,34.07788963,44.07728679,5.651260139,Conflict_Risk_Medium,Fallback,56
Zone_289,Severe,32.16601554,44.89224635,21446,42892,10723.0,228,138662.8786,47609.61627,1631.997022,ReliefAid Intl,SR River Route,High,32.08439025,45.22578598,10,2026-04-07,7.524164286,Structural Check,108,2026-07-14,31.52598779,44.29986029,7.433370073,Conflict_Risk_High,Auto-Switch,46
Zone_290,Severe,32.39289249,43.17658628,12829,25658,6414.5,124,184368.5581,74840.16703,1108.80437,ReliefAid Intl,R-09 Hill Corridor,High,32.67145633,43.0816884,8,2026-04-05,7.492110273,Generator Service,50,2026-05-17,32.63899983,43.5964341,8.692058407,Conflict_Risk_Medium,Auto-Switch,92
Zone_291,Critical,33.98461638,45.66468043,15751,31502,7875.5,247,140450.8613,91209.16763,699.4051938,GlobalRelief,SR Harbor Link,Low,34.21902102,46.12667434,8,2026-04-05,8.007408955,Generator Service,117,2026-07-23,33.8651826,46.2601397,5.079620572,Primary_Maintenance,Auto-Switch,40
Zone_292,Critical,32.66357877,43.68409929,18450,36900,9225.0,207,205953.5554,41294.01907,1834.071763,GlobalRelief,R-04 Pine Road,High,32.73815327,43.26552698,13,2026-04-10,5.284160037,Routine Inspection,79,2026-06-15,32.1373144,44.20832144,4.49604807,Primary_Maintenance,Primary,93
Zone_293,Moderate,34.83770424,43.24195547,33345,66690,16672.5,102,793281.1068,91373.96228,156.8617677,GlobalRelief,SR Lake Access,High,35.15997895,43.17779584,11,2026-04-08,3.607740362,Structural Check,110,2026-07-16,34.72557481,43.02041611,7.668266896,Route_Disruption,Fallback,68
Zone_294,Severe,35.44732485,45.09943577,12352,24704,6176.0,205,218460.9921,67661.52256,1844.465672,HopeBridge,SR Coastal Highway,High,35.50999439,45.15527626,10,2026-04-07,4.608762028,Routine Inspection,81,2026-06-17,35.01925095,44.85551114,7.692240461,Conflict_Risk_High,Fallback,31
Zone_295,Critical,36.0029335,42.03303479,18516,37032,9258.0,118,425490.5206,108005.8852,467.4763538,MedGlobal,SR Harbor Link,High,36.46732275,41.938191,10,2026-04-07,6.672616474,Generator Service,38,2026-05-05,35.88471684,41.38215745,9.307918675,Route_Disruption,Auto-Switch,95
Zone_296,Severe,33.00075122,42.0459842,28299,56598,14149.5,123,193880.159,91043.41586,471.2485102,MedGlobal,SR Harbor Link,Medium,32.71797532,41.75656339,9,2026-04-06,7.694213665,Vehicle Maintenance,49,2026-05-16,32.83882586,42.2579447,3.111619805,Conflict_Risk_High,Auto-Switch,83
Zone_297,Moderate,32.83741291,43.31441285,33927,67854,16963.5,203,395004.9193,88379.33384,1138.58583,ReliefAid Intl,SR Ridge Road,Low,33.0515449,43.40740134,10,2026-04-07,4.828091024,Routine Inspection,112,2026-07-18,33.1711612,43.36327955,8.971284635,Route_Disruption,Auto-Switch,58
Zone_298,Critical,32.5228392,42.22032818,13326,26652,6663.0,47,201151.1202,48379.6441,444.9119494,HopeBridge,R-22 Desert Track,Low,32.39278333,42.47624609,10,2026-04-07,5.47997621,Generator Service,47,2026-05-14,32.90674098,42.16341309,6.647015211,Conflict_Risk_High,Primary,74
Zone_299,Moderate,35.18215125,42.64815452,8644,17288,4322.0,148,47845.93374,38369.3851,211.6447778,GlobalRelief,SR Ridge Road,Low,34.96111744,42.79299312,13,2026-04-10,8.056589456,Generator Service,113,2026-07-19,35.33199136,43.21883786,7.349114624,Conflict_Risk_Medium,Fallback,60
Zone_300,Critical,35.53237863,44.0331639,26354,52708,13177.0,189,107623.1178,62389.73689,788.1448886,ReliefAid Intl,SR Ridge Road,Medium,35.21276611,43.76761274,5,2026-04-02,2.698741141,Vehicle Maintenance,59,2026-05-26,34.86414021,43.56819436,3.639600084,Primary_Maintenance,Auto-Switch,78
Zone_301,Critical,32.15793072,46.81551408,34493,68986,17246.5,229,600477.8295,161508.8461,1994.394869,HopeBridge,R-04 Pine Road,Low,32.2104342,47.04712202,13,2026-04-10,7.60494491,Structural Check,94,2026-06-30,32.76136191,46.12904685,6.02830453,Conflict_Risk_Medium,Fallback,38
Zone_302,Severe,36.68106123,45.43229186,31711,63422,15855.5,67,533898.7739,39901.53226,305.8208499,SolidarityAid,R-09 Hill Corridor,Low,36.39653066,45.18918967,5,2026-04-02,3.035498635,Generator Service,53,2026-05-20,36.94178782,44.83493489,4.591116851,Conflict_Risk_High,Auto-Switch,56
Zone_303,Severe,32.25985642,45.07600636,13003,26006,6501.5,59,158841.7379,16207.88145,164.7523126,RescueFront,SR River Route,Low,31.96020727,44.75120872,13,2026-04-10,5.145098777,Routine Inspection,117,2026-07-23,31.60773005,44.68872637,4.779575211,Conflict_Risk_High,Fallback,85
Zone_304,Moderate,34.70648168,43.76093294,8278,16556,4139.0,116,114177.4732,24266.44812,559.4851253,HopeBridge,SR Ridge Road,Low,35.19701358,43.95160095,10,2026-04-07,3.419750336,Vehicle Maintenance,76,2026-06-12,35.15284774,43.10753271,6.528665803,Route_Disruption,Auto-Switch,74
Zone_305,Moderate,35.5453026,47.59052232,12296,24592,6148.0,210,151349.7427,34027.53185,938.6942278,ReliefAid Intl,R-31 Eastern Bypass,High,35.84705001,47.93330956,13,2026-04-10,5.919159599,Structural Check,112,2026-07-18,35.12567521,47.59450351,8.687191653,Conflict_Risk_High,Primary,72
Zone_306,Moderate,36.35484562,44.38209025,30398,60796,15199.0,223,136186.1071,78371.0924,2060.240316,MedGlobal,SR River Route,Low,36.60312244,44.3636297,10,2026-04-07,5.630727241,Structural Check,119,2026-07-25,36.46575528,44.12181688,8.206466511,Conflict_Risk_Medium,Auto-Switch,51
Zone_307,Severe,35.57043466,42.5225566,8074,16148,4037.0,219,86451.80697,27896.46782,1720.772655,GlobalRelief,R-09 Hill Corridor,Medium,35.86449529,42.55394839,10,2026-04-07,4.470047868,Structural Check,73,2026-06-09,35.52372278,42.07523281,7.136999714,Conflict_Risk_High,Auto-Switch,62
Zone_308,Severe,36.00864042,45.7023991,18261,36522,9130.5,235,137717.9813,47545.57973,1303.3194,RescueFront,SR Coastal Highway,Medium,36.47756329,45.50514667,8,2026-04-05,7.611472846,Generator Service,58,2026-05-25,35.89641471,46.0525168,6.775927349,Conflict_Risk_High,Auto-Switch,56
Zone_309,Moderate,33.69725096,42.68303036,16173,32346,8086.5,227,96528.28821,31719.93658,2246.241068,SolidarityAid,R-22 Desert Track,Low,33.77052765,42.67764838,4,2026-04-01,6.288786582,Structural Check,106,2026-07-12,34.24285017,42.26926222,5.991142303,Route_Disruption,Auto-Switch,69
Zone_310,Severe,36.07412557,44.07133886,13312,26624,6656.0,133,307965.2483,33910.29319,689.9372049,RescueFront,SR River Route,High,35.79436945,43.70332185,5,2026-04-02,6.687833312,Generator Service,97,2026-07-03,35.98643138,44.333986,9.808969815,Conflict_Risk_High,Auto-Switch,55
Zone_311,Severe,32.40057423,45.04447163,28936,57872,14468.0,151,462605.4601,169985.1502,230.1452121,RescueFront,SR Lake Access,Medium,32.76278387,45.50030246,12,2026-04-09,2.979288298,Vehicle Maintenance,46,2026-05-13,31.806056,44.8334425,6.92134788,Route_Disruption,Fallback,74
Zone_312,Critical,36.47408328,47.24533515,6637,13274,3318.5,185,123269.8352,20279.79874,621.6867458,HopeBridge,R-04 Pine Road,Low,36.71681401,47.5456958,11,2026-04-08,7.740576907,Vehicle Maintenance,34,2026-05-01,37.0993775,47.26189401,4.777764788,Primary_Maintenance,Fallback,74
Zone_313,Critical,34.73796188,44.96127948,18652,37304,9326.0,174,192251.2908,60125.91357,856.886372,ReliefAid Intl,SR Harbor Link,Low,34.65227019,45.12925254,11,2026-04-08,3.085761064,Structural Check,117,2026-07-23,35.3267112,45.56869334,4.610635544,Route_Disruption,Primary,55
Zone_314,Moderate,36.08648885,46.2135526,10103,20206,5051.5,156,119851.309,39227.17017,376.2912843,ReliefAid Intl,SR Coastal Highway,Low,36.06005835,46.25174697,13,2026-04-10,3.448102267,Vehicle Maintenance,110,2026-07-16,36.34469462,45.56584488,7.279471215,Conflict_Risk_High,Auto-Switch,99
Zone_315,Moderate,34.26159142,47.95690103,30500,61000,15250.0,130,266523.6363,180459.4672,1238.651198,RescueFront,R-09 Hill Corridor,Low,34.17284382,48.24907017,4,2026-04-01,2.8323584,Routine Inspection,79,2026-06-15,34.21664096,47.95727134,6.659792691,Primary_Maintenance,Fallback,96
Zone_316,Moderate,35.21788848,42.78893472,22028,44056,11014.0,163,130831.196,48637.96459,1287.967333,GlobalRelief,SR Ridge Road,Low,35.64783064,42.78369196,9,2026-04-06,4.862334852,Routine Inspection,69,2026-06-05,34.64789174,43.28512686,3.053884621,Conflict_Risk_High,Fallback,35
Zone_317,Severe,34.6320133,43.64838915,7032,14064,3516.0,203,53307.00949,30985.87901,693.1607152,ReliefAid Intl,R-31 Eastern Bypass,Medium,34.47554492,43.44836306,12,2026-04-09,7.770110006,Generator Service,75,2026-06-11,35.03906067,43.7715531,8.810457605,Route_Disruption,Auto-Switch,57
Zone_318,Critical,35.65794761,44.36745645,7761,15522,3880.5,95,154834.1301,35544.78603,600.1378762,RescueFront,R-31 Eastern Bypass,High,36.12143189,44.02783069,11,2026-04-08,3.640908877,Structural Check,80,2026-06-16,35.06361669,44.05507518,7.92885648,Conflict_Risk_Medium,Auto-Switch,96
Zone_319,Critical,32.40814991,44.53096907,20195,40390,10097.5,50,354440.7507,81519.58299,374.6521207,ReliefAid Intl,R-22 Desert Track,Medium,32.81842168,44.67855466,6,2026-04-03,4.429397233,Generator Service,40,2026-05-07,31.80419129,44.38772266,7.632805028,Primary_Maintenance,Primary,42
Zone_320,Severe,32.30176042,44.46612645,23452,46904,11726.0,235,350339.52,33838.69611,2225.804935,GlobalRelief,R-09 Hill Corridor,Low,32.43228156,44.8955522,7,2026-04-04,7.49943173,Vehicle Maintenance,41,2026-05-08,32.3540978,44.71849833,3.481464604,Conflict_Risk_Medium,Primary,92
Zone_321,Severe,33.23551617,47.44566602,21625,43250,10812.5,138,291976.37,94811.81482,1232.991104,SolidarityAid,SR Coastal Highway,Low,33.31533794,47.09928457,6,2026-04-03,6.015799318,Structural Check,42,2026-05-09,32.75969571,47.99280267,5.534390951,Conflict_Risk_Medium,Fallback,42
Zone_322,Moderate,32.7977234,46.28419587,7668,15336,3834.0,161,172136.5217,10125.39122,907.5135357,RescueFront,SR Lake Access,Medium,32.66781268,45.96421391,9,2026-04-06,6.885506559,Generator Service,93,2026-06-29,32.10854577,45.64168879,9.547675825,Primary_Maintenance,Primary,30
Zone_323,Moderate,36.35891783,45.64743128,19638,39276,9819.0,44,107119.3781,78173.24676,350.7624374,MedGlobal,SR Harbor Link,Low,35.87725622,45.58103732,12,2026-04-09,3.391000321,Structural Check,37,2026-05-04,36.25127664,45.04758564,9.038124689,Conflict_Risk_Medium,Fallback,69
Zone_324,Severe,33.09606994,43.85623631,20954,41908,10477.0,53,201410.1888,98439.91994,321.1430476,MedGlobal,SR Ridge Road,Low,32.72369312,44.16313566,11,2026-04-08,6.657184112,Structural Check,94,2026-06-30,32.58817406,43.61130844,4.998800565,Conflict_Risk_Medium,Primary,66
Zone_325,Moderate,36.87932628,46.94274231,22186,44372,11093.0,86,244018.4244,45588.88997,513.7928109,RescueFront,R-04 Pine Road,High,37.1335576,46.73666503,13,2026-04-10,3.479468761,Generator Service,38,2026-05-05,36.40404786,46.56863386,4.099412189,Conflict_Risk_Medium,Auto-Switch,60
Zone_326,Moderate,33.68447896,47.73036307,26443,52886,13221.5,171,519565.715,137718.0537,347.5878739,HopeBridge,R-17 Mountain Pass,Low,33.65601909,47.48427599,7,2026-04-04,8.417540884,Structural Check,31,2026-04-28,33.09215385,47.40126631,6.1436157,Conflict_Risk_Medium,Primary,46
Zone_327,Severe,32.91058958,46.9271897,17356,34712,8678.0,137,413945.675,19990.10324,292.5277323,SolidarityAid,R-17 Mountain Pass,High,32.56042771,47.04715599,5,2026-04-02,5.639260015,Vehicle Maintenance,107,2026-07-13,32.49772083,46.53696769,5.490812651,Primary_Maintenance,Fallback,38
Zone_328,Moderate,35.94849254,42.00939063,34824,69648,17412.0,92,306918.2001,181748.6958,530.4538332,HopeBridge,SR Ridge Road,Low,35.71245339,42.04500541,11,2026-04-08,6.521655177,Routine Inspection,42,2026-05-09,36.25017039,41.5835457,7.775584637,Conflict_Risk_High,Primary,93
Zone_329,Severe,35.29353888,45.81840822,5195,10390,2597.5,45,111620.532,17152.04709,153.8889257,MedGlobal,SR Coastal Highway,High,35.74137578,45.37862859,11,2026-04-08,2.769610297,Routine Inspection,31,2026-04-28,35.72603711,45.30128177,9.765043671,Conflict_Risk_Medium,Fallback,86
Zone_330,Critical,34.49097858,42.30681229,7187,14374,3593.5,167,148141.7156,15006.02262,198.6184644,GlobalRelief,SR Ridge Road,Medium,34.35811142,41.88830227,9,2026-04-06,3.62926387,Structural Check,97,2026-07-03,34.42452568,42.91434807,5.54101015,Primary_Maintenance,Fallback,42
Zone_331,Severe,34.77681775,43.54564332,16707,33414,8353.5,211,141895.0228,27882.15734,1583.671648,RescueFront,R-09 Hill Corridor,Medium,35.1844997,43.6886563,11,2026-04-08,2.908314287,Routine Inspection,105,2026-07-11,34.7859931,43.04750857,3.435569209,Primary_Maintenance,Primary,66
Zone_332,Moderate,35.59600889,42.3571482,7330,14660,3665.0,123,87862.15626,42268.70769,158.9626625,ReliefAid Intl,R-17 Mountain Pass,Low,35.40064472,42.3222718,12,2026-04-09,4.536109649,Structural Check,77,2026-06-13,34.94172594,41.94331349,9.283298058,Primary_Maintenance,Primary,43
Zone_333,Critical,33.14227371,45.62277272,31935,63870,15967.5,29,389398.0616,43537.8777,184.3672555,MedGlobal,R-22 Desert Track,High,33.1854938,46.09374991,4,2026-04-01,3.846883117,Generator Service,103,2026-07-09,32.53931647,45.26754473,3.265648112,Primary_Maintenance,Fallback,54
Zone_334,Critical,36.98166958,46.11953948,26225,52450,13112.5,230,617976.7406,52331.12469,1346.131154,SolidarityAid,R-09 Hill Corridor,High,36.50214666,46.29807089,12,2026-04-09,6.763994688,Vehicle Maintenance,32,2026-04-29,36.6422644,46.7257603,9.66936128,Route_Disruption,Auto-Switch,86
Zone_335,Critical,36.87396581,42.68692583,8606,17212,4303.0,86,65559.11407,23572.79561,835.8625705,MedGlobal,R-17 Mountain Pass,Medium,36.89584092,42.19699949,5,2026-04-02,2.706608368,Routine Inspection,97,2026-07-03,36.9354236,43.04492562,7.652055996,Conflict_Risk_High,Primary,71
Zone_336,Critical,35.25162843,44.3030333,29852,59704,14926.0,171,596537.2751,122428.2536,916.2040215,SolidarityAid,SR Lake Access,Medium,35.38857044,44.28405208,4,2026-04-01,6.888385895,Generator Service,35,2026-05-02,35.58700004,44.7086125,9.591824459,Conflict_Risk_High,Fallback,71
Zone_337,Moderate,32.99771225,44.73741905,5060,10120,2530.0,24,54060.30267,18843.46746,37.73791026,SolidarityAid,SR Harbor Link,Medium,32.73201735,44.65186699,11,2026-04-08,2.29708136,Vehicle Maintenance,116,2026-07-22,33.14471654,44.18408062,4.397617807,Conflict_Risk_Medium,Auto-Switch,76
Zone_338,Moderate,35.40114121,44.21431813,32966,65932,16483.0,214,613741.4364,53675.81685,1276.551026,RescueFront,R-31 Eastern Bypass,Low,35.48007839,43.82103199,11,2026-04-08,3.313115943,Routine Inspection,34,2026-05-01,35.25012021,44.68515196,3.284898567,Primary_Maintenance,Fallback,73
Zone_339,Severe,32.36099204,42.72615,31489,62978,15744.5,205,390470.5303,77105.2224,1756.822435,SolidarityAid,R-09 Hill Corridor,Medium,32.50815982,43.14935884,7,2026-04-04,7.147772448,Routine Inspection,32,2026-04-29,31.82664575,42.59762032,6.417469848,Route_Disruption,Primary,70
Zone_340,Critical,32.15326251,44.51368674,19387,38774,9693.5,46,301801.2146,42530.40293,458.6956037,HopeBridge,R-31 Eastern Bypass,High,32.34014859,44.81869804,11,2026-04-08,6.828048167,Vehicle Maintenance,39,2026-05-06,32.54634504,44.18163898,6.154363902,Primary_Maintenance,Fallback,32
Zone_341,Severe,33.28841444,46.50706829,8927,17854,4463.5,227,184362.506,18458.48531,1106.191104,GlobalRelief,R-31 Eastern Bypass,Low,33.56481776,46.2371542,10,2026-04-07,5.09611974,Generator Service,72,2026-06-08,33.09771491,46.6131184,5.320445913,Conflict_Risk_Medium,Fallback,30
Zone_342,Severe,34.31311478,42.42604599,11296,22592,5648.0,132,226861.0844,34517.43212,512.5149061,MedGlobal,R-17 Mountain Pass,Low,34.12445403,42.18202675,5,2026-04-02,2.324887648,Generator Service,48,2026-05-15,34.6435904,42.87710206,9.703595321,Conflict_Risk_High,Fallback,40
Zone_343,Critical,36.34136253,42.48108008,18622,37244,9311.0,34,397178.6505,84174.36855,311.4359089,GlobalRelief,R-09 Hill Corridor,Medium,36.40913948,42.01309814,8,2026-04-05,5.964309321,Routine Inspection,43,2026-05-10,36.35953291,42.8711931,8.758086125,Conflict_Risk_Medium,Primary,36
